Usuario,Año,NumPreguntas,TotalRespuestas,TotalComentarios,MediaRespuestas,MaxRespuestas
Quique Fernandez,2021,11,10,46,0.91,2
Rainbow 77,2021,7,4,14,0.57,1
Daniel Hincapié,2021,2,2,0,1.0,1
Brouse_13,2021,1,1,2,1.0,1
CMxt,2021,1,1,0,1.0,1
Omar Fonseca,2021,3,3,9,1.0,1
OSTs Reversed Backward,2021,1,1,4,1.0,1
Tone-mocas,2021,1,0,3,0.0,0
Roy HDEZ,2021,1,1,6,1.0,1
Juan Fernando Huenchun,2021,18,17,25,0.94,2
Lionardo Gomiz,2021,1,1,7,1.0,1
Gastón Rosales,2021,1,1,3,1.0,1
carolina salirrosas,2021,2,2,2,1.0,1
Luis Pérez,2021,1,0,5,0.0,0
angelo1793,2021,1,1,4,1.0,1
Julian Andres Velandia,2021,2,0,10,0.0,0
Spider-Man,2021,6,5,15,0.83,2
Paolo Galvani,2021,1,0,4,0.0,0
Carlo Pano Flores,2021,2,2,1,1.0,1
thiagolope7,2021,1,0,4,0.0,0
user224898,2021,1,1,2,1.0,1
Carlos Alberto Gonzlez Guerrer,2021,1,0,1,0.0,0
Jose Manuel Encarnacion Rendon,2021,1,1,5,1.0,1
Erned Calderon,2021,2,2,0,1.0,1
Liosoft,2021,1,1,0,1.0,1
Sr. faq,2021,1,0,28,0.0,0
Juan Ramon Lopez,2021,1,2,5,2.0,2
user235968,2021,1,1,4,1.0,1
Edgar Felipe,2021,1,1,2,1.0,1
Luis H,2021,2,1,2,0.5,1
Brigido,2021,6,5,8,0.83,1
Antranix,2021,1,1,1,1.0,1
Monica Giselle BP,2021,1,1,1,1.0,1
Carlogram,2021,1,1,3,1.0,1
Mcg Joy,2021,1,1,10,1.0,1
Nahuel Ortiz,2021,1,1,0,1.0,1
P. Frau,2021,1,1,0,1.0,1
brayan maurcio monroy,2021,1,0,3,0.0,0
Julio Escudero Cuesta,2021,1,0,2,0.0,0
El_FrikiMeloManiaco,2022,1,1,3,1.0,1
x610s,2022,1,0,3,0.0,0
Alynson Torres,2022,4,0,12,0.0,0
Nico Melendez,2022,1,1,6,1.0,1
Navegación Área,2022,1,0,12,0.0,0
Nelson Luna,2022,1,1,0,1.0,1
FranDev,2022,1,0,1,0.0,0
Jack C,2022,2,3,1,1.5,2
Ivan Corona,2022,1,0,6,0.0,0
Arley Steven Lache Rueda,2022,4,6,7,1.5,3
Victor Rodríguez,2022,1,1,0,1.0,1
Francisco Hernandez,2022,3,3,5,1.0,1
Neuzeh,2022,1,1,7,1.0,1
KikeGP,2022,1,1,0,1.0,1
Aisa,2022,1,1,0,1.0,1
Hilario Yucute,2022,1,0,3,0.0,0
Sendoajs,2022,1,1,3,1.0,1
CarlosMagno29,2022,6,10,5,1.67,3
Ángel García,2022,4,1,11,0.25,1
EidEr Giraldo,2022,1,1,1,1.0,1
jaime Coronado,2022,1,0,1,0.0,0
Aslan,2022,5,6,12,1.2,2
Jovan García,2022,1,1,1,1.0,1
user302664,2022,1,1,4,1.0,1
R18,2022,1,0,2,0.0,0
eljihe,2022,1,0,1,0.0,0
Marcela Portillo,2022,1,0,1,0.0,0
Atomicode,2023,1,0,5,0.0,0
PacoPepe,2023,8,9,6,1.13,2
Esteban,2023,5,5,3,1.0,2
ZINC,2023,1,2,0,2.0,2
Grismak,2023,4,5,7,1.25,3
JUANJO,2023,1,1,8,1.0,1
William Daniel castillo cardoz,2023,1,0,1,0.0,0
jorge p,2023,1,0,6,0.0,0
Damian Ortiz,2023,1,1,0,1.0,1
G Cabrera,2023,2,1,1,0.5,1
Facundo Ibañez,2023,2,0,6,0.0,0
Ml Saura,2023,1,1,0,1.0,1
Fabio,2023,2,1,5,0.5,1
Emiliano Velázquez,2023,1,1,4,1.0,1
Jotan Mesia,2023,1,0,0,0.0,0
Mariano Andrades,2023,1,1,3,1.0,1
Andres Thomas,2023,2,0,0,0.0,0
couch,2023,1,1,1,1.0,1
Luz,2023,1,0,0,0.0,0
Jandra Jiménez,2023,1,0,0,0.0,0
Marcos Alborelli,2023,1,2,4,2.0,2
Alejandra,2023,1,0,1,0.0,0
Óscar LC,2023,1,3,3,3.0,3
Zuliana Mendoza,2023,1,0,4,0.0,0
Monkey,2023,2,1,3,0.5,1
Santiago Cardona Saldarriaga,2023,1,0,3,0.0,0
kinobg,2018,1,1,0,1.0,1
jschz,2018,1,1,0,1.0,1
Juance,2019,1,3,4,3.0,3
DashCL,2019,1,1,4,1.0,1
Jacobo Lamas,2019,1,0,4,0.0,0
toniex,2019,2,2,14,1.0,1
izmennik,2019,3,3,8,1.0,2
gustavo torres,2019,2,2,2,1.0,1
Gonzo Paolella,2019,1,1,5,1.0,1
Valentina Varela Rodríguez,2020,1,0,1,0.0,0
Ferdey Castillo,2020,1,1,0,1.0,1
Roberto Garrido,2020,1,2,5,2.0,2
Kevin Parra,2020,1,0,2,0.0,0
Hideki Hayashi,2020,1,1,1,1.0,1
Mariangel Ojeda,2020,1,1,2,1.0,1
Nova,2020,1,0,2,0.0,0
Alexander Sancheski,2020,2,1,5,0.5,1
Luis Kiroz,2021,7,7,6,1.0,2
Lalo x2,2021,1,0,7,0.0,0
El Gamer Casero,2021,1,1,0,1.0,1
Albert Arias,2021,3,2,11,0.67,1
Adolfi Téllez,2021,4,1,3,0.25,1
Elías Olv,2021,1,0,1,0.0,0
Sharoon Cuello,2021,1,1,1,1.0,1
José Castañeda,2021,1,2,2,2.0,2
benjamin chamorro,2021,3,4,6,1.33,2
Mauricio,2022,7,4,10,0.57,1
juan,2022,1,1,0,1.0,1
estrano3,2022,1,0,2,0.0,0
Luca,2022,2,2,8,1.0,2
moisecas dev,2022,3,1,9,0.33,1
elyera,2022,1,3,1,3.0,3
Adriana Ramirez,2022,1,1,2,1.0,1
Fernando Rivera,2022,1,1,0,1.0,1
asaa,2022,1,0,2,0.0,0
Carlos Hinostroza,2022,1,0,4,0.0,0
Nadie,2022,3,2,4,0.67,1
Luis Desde Canada,2022,1,0,2,0.0,0
tony,2022,1,1,0,1.0,1
Kippent_Away,2022,1,0,7,0.0,0
EDGAR ULISES ROSAS CERVANTES,2022,1,1,2,1.0,1
Kevin Lugo,2023,1,0,0,0.0,0
Tlapa Hernandez Luis Felipe,2023,1,1,0,1.0,1
Sixto Mujica,2023,3,3,7,1.0,2
fernando palacios,2023,2,0,9,0.0,0
Jaiver Castrillón,2023,1,0,0,0.0,0
Juan Guzman,2023,1,0,1,0.0,0
FuseDev,2023,3,3,5,1.0,2
Hamming,2016,1,4,0,4.0,4
Ricki,2016,4,5,13,1.25,2
Victor Magallanes,2016,1,3,3,3.0,3
DRY,2016,1,3,1,3.0,3
Aldo Gallardo,2016,5,10,5,2.0,3
Jesus RC,2016,6,10,12,1.67,2
Jese Reyes,2016,1,1,4,1.0,1
Eduardo Carrillo,2016,1,1,1,1.0,1
Victor Ribero Guasch,2016,1,1,0,1.0,1
Kevin Lostarnau,2016,1,0,2,0.0,0
ricardo_escovar,2016,1,2,0,2.0,2
user19973,2016,1,1,1,1.0,1
GioV,2016,4,9,22,2.25,4
Andres Burbano,2016,1,2,0,2.0,2
TAMARUSS,2016,5,5,16,1.0,2
Crainar,2016,1,1,1,1.0,1
Steven Rodriguez,2016,1,1,3,1.0,1
J. Mick,2017,28,53,126,1.89,6
Jorius,2017,24,48,51,2.0,10
user7432458,2017,2,2,3,1.0,1
Jose Yeste,2017,13,15,15,1.15,2
Juan Lozano,2017,6,10,21,1.67,2
Cosas Varias,2017,5,8,5,1.6,3
Johan Cancino,2017,7,9,6,1.29,2
Marraya27,2017,1,1,0,1.0,1
Ana Rascon,2017,1,0,2,0.0,0
Ethan,2017,11,10,22,0.91,2
Joseba Rodríguez,2017,2,2,6,1.0,1
Efrain Mejias C,2017,28,39,52,1.39,3
VICENTE DANIEL PALACIOS,2017,7,14,20,2.0,5
Agustina Guerendiain,2017,2,4,0,2.0,2
Jose Luis Arenas,2017,1,1,1,1.0,1
PacoTiger,2017,1,2,2,2.0,2
David Valado,2017,3,3,4,1.0,1
Danny_CM,2017,1,1,1,1.0,1
RuralGalaxy,2017,2,4,2,2.0,2
Smuk,2017,3,5,2,1.67,2
Alejandro Zorita,2017,1,1,1,1.0,1
Uri,2017,1,1,7,1.0,1
Oxagarh,2017,1,1,0,1.0,1
Scorpion,2017,7,10,10,1.43,4
Karen Lewis,2017,2,3,15,1.5,2
Jose Carmona,2017,1,1,0,1.0,1
gery_08,2017,3,6,10,2.0,3
Cmuneta,2017,1,1,0,1.0,1
joan,2017,1,2,3,2.0,2
gerardo2m,2017,1,0,3,0.0,0
Eme,2017,1,4,2,4.0,4
Jean Devonne,2017,2,3,6,1.5,2
Zero22,2017,1,1,4,1.0,1
El arquitecto,2017,3,4,4,1.33,2
user3240622,2017,1,1,0,1.0,1
Guillermo Gómez Sánchez,2017,1,1,0,1.0,1
Matias Retamales,2017,3,3,4,1.0,1
Alvaro Rodriguez,2017,1,1,14,1.0,1
EHdeze,2017,1,1,1,1.0,1
Alberto José,2017,2,1,2,0.5,1
J. Medina,2017,3,3,7,1.0,1
jose abraham lainez juarez,2017,1,1,11,1.0,1
Jhon Anaya Valiente,2017,5,6,4,1.2,2
Omar Trinidad Chavez Mojarro,2017,1,2,2,2.0,2
Adrian Rama,2017,3,4,2,1.33,2
RockAndBool,2017,1,1,3,1.0,1
alexi gallegos,2017,7,10,23,1.43,4
EdgeExe,2017,1,0,3,0.0,0
Mateo Nieto,2018,2,2,6,1.0,2
Marcos,2018,33,42,67,1.27,3
Carlos Alberto Narvaez Beltran,2018,1,0,4,0.0,0
Juan Antonio Durán,2018,1,2,2,2.0,2
wings77,2018,18,26,54,1.44,3
Alvaro Tauroni,2018,1,0,3,0.0,0
Carmen B.,2018,26,25,74,0.96,4
Brian Flores,2018,1,2,0,2.0,2
jhon1946,2018,4,5,0,1.25,2
Diana Marina,2018,1,7,0,7.0,7
Diablo Rodriguez,2018,1,0,12,0.0,0
Abraham Araujo Moreno,2018,1,1,3,1.0,1
Nathan,2018,2,1,4,0.5,1
javier romero,2018,1,1,3,1.0,1
Diana Lizeth,2018,2,3,6,1.5,2
Illidan,2018,7,7,5,1.0,1
Vixocente,2018,1,2,4,2.0,2
amodrono,2018,1,4,2,4.0,4
Fabricio,2018,1,0,6,0.0,0
Jahir Garcia,2018,1,2,0,2.0,2
RAZVAN LISMANU,2018,1,1,0,1.0,1
Ariel.Malone,2018,2,3,5,1.5,2
ALVARO ROBERTO BACARREZA ARZAB,2018,17,15,49,0.88,2
Nicolas Martinez,2018,4,4,5,1.0,2
jonatan diaz,2018,12,7,26,0.58,3
Kane12,2018,6,10,11,1.67,3
Johendry Parra,2018,5,8,15,1.6,3
Rafael Gonzalez,2018,1,1,0,1.0,1
Franco Cortes,2018,1,1,2,1.0,1
CRISTHIAN MIGUEL GONZALES RUBI,2018,2,1,3,0.5,1
Miguel Pérez Martínez,2018,1,1,0,1.0,1
Alan Itzep,2018,1,1,0,1.0,1
Yamil Lazzari,2018,4,3,15,0.75,1
ocich93,2018,6,6,3,1.0,1
Rene Tabango,2018,1,1,1,1.0,1
Anderson Blas Huamán,2018,2,0,6,0.0,0
jorge,2018,10,8,23,0.8,2
Gustavo Hdez,2018,1,0,3,0.0,0
KonnAN,2018,6,4,19,0.67,2
Oscar Mera,2018,1,1,0,1.0,1
pxs,2018,2,3,0,1.5,2
Jaiver Lesmes,2018,1,3,1,3.0,3
Diego Asencio,2018,5,3,5,0.6,1
Armando Vazquez,2018,1,0,4,0.0,0
chema,2018,1,0,2,0.0,0
Sebastián Sosa,2018,1,1,0,1.0,1
Dehost,2018,1,1,0,1.0,1
EduardoCh,2018,1,2,6,2.0,2
internetcharly,2018,1,1,0,1.0,1
Sands AnD,2018,1,1,0,1.0,1
ImHarvol,2018,1,1,0,1.0,1
Spirit981,2019,1,1,5,1.0,1
Ivandez,2019,18,24,33,1.33,5
Juan Herrera,2019,5,6,10,1.2,3
U. Busto,2019,6,5,15,0.83,1
Esteban Giraldo,2019,15,22,59,1.47,4
pedroPG,2019,1,1,6,1.0,1
Tiberius,2019,19,20,50,1.05,2
Noah Haon,2019,1,1,2,1.0,1
Luis Miguel Baez,2019,2,2,0,1.0,1
migarcia,2019,2,2,24,1.0,1
Luis Carvajal,2019,2,2,3,1.0,1
Kdisell Q,2019,7,12,7,1.71,3
Juan Carlos Monsalve,2019,6,9,16,1.5,2
Big Boss,2019,1,1,3,1.0,1
Nestor Matias Costantini,2019,1,0,5,0.0,0
Jonathan Burgos Gio,2019,1,1,2,1.0,1
Ezequiel Her Nandez,2019,5,6,5,1.2,2
J'Esaa,2019,1,0,3,0.0,0
Flaquito183,2019,2,1,4,0.5,1
Niko,2019,1,1,0,1.0,1
ShadyEM,2019,1,2,1,2.0,2
Mauricio Lombano,2019,1,2,0,2.0,2
María luisa,2019,1,1,1,1.0,1
Teno,2019,1,1,2,1.0,1
ScizorK,2019,1,1,1,1.0,1
Leon Lopez,2019,2,1,4,0.5,1
Buyval,2019,1,0,1,0.0,0
coco,2019,1,1,1,1.0,1
drackxero,2019,1,2,0,2.0,2
Miguel Zapico,2019,1,1,0,1.0,1
Alexander De Abreu,2019,3,2,16,0.67,1
Manuel Alfaro,2019,1,1,2,1.0,1
OscarRyz,2019,1,0,0,0.0,0
Jean Martin Seminario Armijos,2019,1,1,0,1.0,1
HAWX,2019,1,0,0,0.0,0
heriann,2019,1,1,0,1.0,1
Luis Enrique Valle,2019,1,1,0,1.0,1
Franklin Justiniano,2019,1,1,0,1.0,1
Eduardo Pereyra Yraola,2020,1,3,1,3.0,3
user154190,2020,1,2,0,2.0,2
Juanjo Medina,2020,10,7,30,0.7,2
Carlos Vanegas,2020,6,5,18,0.83,2
user9244901,2020,2,0,10,0.0,0
Cristian González Aldana,2020,1,1,0,1.0,1
Chris,2020,9,10,23,1.11,3
Liss,2020,2,2,1,1.0,1
david alejandro acevedo garcia,2020,1,2,0,2.0,2
Mr. SaberHagen,2020,7,6,20,0.86,1
Sr. X,2020,1,1,0,1.0,1
Jose Miguel,2020,3,2,2,0.67,1
Fernando Azarías,2020,2,2,0,1.0,1
Silvio Colman,2020,1,1,2,1.0,1
pablo79py,2020,1,1,1,1.0,1
Ezequiel Figueroa,2020,1,2,7,2.0,2
Leonela,2020,2,1,3,0.5,1
Carlos Aguirre,2020,2,1,3,0.5,1
Darinel Cigarroa,2020,1,1,1,1.0,1
TatiProgr,2020,1,1,0,1.0,1
David Velez,2020,1,1,0,1.0,1
GhostCoder,2020,23,22,56,0.96,3
Diego Devars Peralta,2020,1,1,0,1.0,1
Bop_krt,2020,1,1,5,1.0,1
Luxio,2020,1,0,1,0.0,0
pordefecto,2020,1,0,2,0.0,0
Kusanagy9999,2020,1,2,0,2.0,2
Siqueiros,2020,1,1,0,1.0,1
macorreag,2020,3,4,3,1.33,2
Ragnar,2020,16,15,40,0.94,3
1Player,2020,1,2,1,2.0,2
Hernandez Yenerson,2020,1,1,0,1.0,1
Erick Servin,2020,1,3,0,3.0,3
Lorenzo,2020,2,2,2,1.0,1
JJ. RR,2020,3,4,3,1.33,2
Vic897,2020,2,0,2,0.0,0
Fernando Delgado,2020,3,4,8,1.33,2
LuisC,2020,1,0,3,0.0,0
David Sánchez,2020,5,5,5,1.0,2
Nico L,2020,1,3,1,3.0,3
Abraham Rodriguez,2020,1,1,6,1.0,1
Darwuyn,2020,1,1,4,1.0,1
Link,2020,1,0,3,0.0,0
Morante,2020,2,2,7,1.0,1
Fanita,2020,1,2,2,2.0,2
ana lopez,2020,1,1,0,1.0,1
Gabriel Carmona,2020,1,0,1,0.0,0
Gerardo Gutiérrez,2020,2,1,6,0.5,1
Felipe Farfán,2020,1,0,1,0.0,0
user3137353,2020,1,0,2,0.0,0
Josc Donix,2020,1,0,0,0.0,0
Gonzalo Brian,2020,1,2,0,2.0,2
Eduardo Camacho,2020,1,2,0,2.0,2
superlog,2020,1,1,1,1.0,1
Jose García,2020,1,3,1,3.0,3
kuro,2021,2,2,2,1.0,2
rafaelgutlerm,2021,3,4,1,1.33,2
Hatori Hanso,2021,34,40,71,1.18,5
Alberto Ortega,2021,3,1,8,0.33,1
jose manuel gutierrez sossa,2021,1,0,5,0.0,0
Logica Miau,2021,6,8,17,1.33,2
LF Mk.IX MH434,2021,1,1,0,1.0,1
Thepolshooter,2021,1,0,3,0.0,0
Julio O,2021,1,1,0,1.0,1
Clorurato,2021,1,2,1,2.0,2
Ulises Gómez Bonilla,2021,1,1,1,1.0,1
Eduardo Gálvez,2021,2,2,7,1.0,1
Facundo Figueroa,2021,2,2,5,1.0,1
Acidous,2021,2,3,1,1.5,2
Mike,2021,3,3,0,1.0,1
Cristian Romero,2021,1,1,0,1.0,1
user230141,2021,2,2,1,1.0,1
Beriquaker,2021,2,3,2,1.5,2
Roger Rodríguez Solís,2021,1,0,2,0.0,0
Edeline Frica,2021,4,2,12,0.5,1
RJ SP,2021,2,1,4,0.5,1
Jordi Fornes,2021,1,1,0,1.0,1
plus,2021,2,3,9,1.5,2
Daxtrox,2021,12,12,16,1.0,1
Brayanth O.,2021,1,1,3,1.0,1
Dave Okay,2021,1,2,1,2.0,2
Rusbent Matta,2021,1,1,1,1.0,1
Griggle,2021,2,3,5,1.5,2
Rudy Rosa,2021,1,1,1,1.0,1
Edgar Jose Meneses Correa,2021,2,0,7,0.0,0
Ivan Vazquez,2021,1,1,7,1.0,1
RuizSeñor,2021,1,1,1,1.0,1
MarioF,2021,1,1,1,1.0,1
Jhonny Crowley,2021,1,0,1,0.0,0
Joselz94,2021,1,1,6,1.0,1
César González López,2021,1,0,0,0.0,0
CoronelWhisky,2021,1,1,0,1.0,1
Xpokegamerx,2022,1,0,3,0.0,0
MeFon,2022,6,6,7,1.0,2
Edinson Bonacia,2022,1,1,3,1.0,1
Mhizer,2022,4,5,1,1.25,2
Ildefonso Martín,2022,1,1,10,1.0,1
Bruno Sosa Fast Tag,2022,7,5,12,0.71,2
Roman,2022,1,1,2,1.0,1
ZeroCodeException,2022,3,1,2,0.33,1
Lee Sin,2022,1,1,3,1.0,1
Carlos Barroso,2022,1,0,1,0.0,0
Natalio Rabasco,2022,2,0,11,0.0,0
German Tolosa,2022,1,1,1,1.0,1
pyring,2022,5,6,6,1.2,2
Savir,2022,1,1,7,1.0,1
Carlos Francisco,2022,1,0,4,0.0,0
María José,2022,1,1,0,1.0,1
Jonathan Ayacila,2022,1,0,3,0.0,0
Jair Vides,2022,2,3,6,1.5,2
tecnimetro,2022,1,1,3,1.0,1
Israel del pino,2022,1,1,0,1.0,1
j.gantivar,2022,1,1,1,1.0,1
Geovanny Zambrano,2022,1,1,0,1.0,1
Gad Alvarado,2022,1,0,0,0.0,0
Diego Molina,2022,1,1,0,1.0,1
lucassh,2022,1,1,2,1.0,1
Javier Ramirez,2022,5,1,13,0.2,1
Max Manjarrez,2022,1,1,0,1.0,1
Israel Lopez,2022,1,1,0,1.0,1
John R,2022,1,1,0,1.0,1
HArL9000,2022,1,2,0,2.0,2
Daniela Cortés Guzmán,2022,1,2,0,2.0,2
AbrahamA,2022,1,0,2,0.0,0
Sergio Augusto Cardona Rueda,2022,1,1,2,1.0,1
Cristobal Henriquez Gallardo,2022,1,0,2,0.0,0
Ezequiel,2022,1,0,0,0.0,0
david lopez,2023,1,0,0,0.0,0
lorenzo sanchez,2023,1,0,3,0.0,0
Juan G,2023,1,1,0,1.0,1
Alfonso S,2023,1,2,3,2.0,2
toreohm,2023,2,3,2,1.5,2
Sergioussss,2023,1,0,5,0.0,0
alfreros,2023,1,0,0,0.0,0
DinoArceuxis,2023,2,0,0,0.0,0
lamort03,2023,1,0,20,0.0,0
Guido Gagliardini,2023,1,0,2,0.0,0
María,2023,2,1,3,0.5,1
Ivan,2023,1,1,3,1.0,1
W orsetti,2023,1,2,1,2.0,2
alexander_raos,2023,2,0,2,0.0,0
Web777Ms,2023,3,1,1,0.33,1
GomezJDA,2023,1,0,2,0.0,0
Eloy Nuñez,2023,1,1,0,1.0,1
ZAHIRDIGITAL,2023,1,2,2,2.0,2
paulita,2023,4,3,10,0.75,1
Yai,2023,1,0,0,0.0,0
Jorge Cardenas,2023,1,0,5,0.0,0
Aura Garzon,2023,1,2,3,2.0,2
Maiker Leon,2023,1,0,0,0.0,0
ATIOK,2023,1,0,2,0.0,0
Adoney,2023,1,0,2,0.0,0
nacho_sebastian,2023,1,0,3,0.0,0
nicole,2023,1,1,2,1.0,1
Iñigo Dominguez,2023,1,0,3,0.0,0
J. Agustín Valdez A.,2023,1,0,0,0.0,0
Jhazmin,2023,1,1,1,1.0,1
Jesus Grullon,2023,1,0,0,0.0,0
Jose Peralta,2023,1,1,2,1.0,1
Amber Bustos,2023,1,1,0,1.0,1
user342757,2023,1,0,1,0.0,0
Mr Ibrahim,2023,1,0,0,0.0,0
Vulpex,2018,6,5,7,0.83,1
Neon,2018,7,15,14,2.14,5
Ibrahim Caldea,2019,3,3,4,1.0,2
snow915,2019,1,0,4,0.0,0
Dario Carazo,2019,1,0,4,0.0,0
garyeikoow,2020,1,3,0,3.0,3
Diana OC,2020,1,1,2,1.0,1
Gerardo Flores,2020,6,7,7,1.17,2
rockingrock,2020,1,2,0,2.0,2
Henry97,2020,1,1,2,1.0,1
Julio Flores,2020,1,1,2,1.0,1
jose alexander león suarez,2020,1,1,1,1.0,1
German AT,2020,2,1,4,0.5,1
geek_root,2020,6,5,16,0.83,2
Eduardo Battaner,2020,1,1,0,1.0,1
Maed Portales,2020,1,2,1,2.0,2
Anthony Sosa,2021,2,1,4,0.5,1
UnexpectedCharacter,2021,4,6,0,1.5,3
jbfermor,2021,1,0,2,0.0,0
Voxxii,2021,1,0,3,0.0,0
CARLOS,2021,1,2,2,2.0,2
Aldo Macias,2021,1,1,0,1.0,1
desadaptadodimensional,2021,1,1,2,1.0,1
cristian Parada Gualteros,2021,1,0,3,0.0,0
Alexi Arias,2021,1,2,0,2.0,2
nano,2021,1,1,4,1.0,1
Héctor Mauricio Delgado Díaz,2021,1,1,0,1.0,1
Lukas Kaceres,2022,10,6,24,0.6,1
Saúl,2022,1,1,4,1.0,1
Saul Benedetty,2022,1,2,0,2.0,2
Ignacio Montero Ordóñez,2022,1,0,2,0.0,0
Pedro Puertas,2022,2,1,5,0.5,1
Anndy Liberato Moore,2022,1,0,2,0.0,0
Sergio Licanqueo,2022,1,0,1,0.0,0
juaninaki,2022,1,0,5,0.0,0
sebav159,2022,1,2,3,2.0,2
Eduardo Fernandez,2022,1,2,0,2.0,2
Gerardo Bello Pinto,2022,1,0,9,0.0,0
Contreras Cardoso Adolfo,2022,1,0,1,0.0,0
Brayan Jiménez,2023,1,1,0,1.0,1
Marco Antonio Ortiz Salgado,2023,1,0,0,0.0,0
Juanito Ortega Guzman,2023,1,1,1,1.0,1
Sergio Estrella,2023,1,2,0,2.0,2
edinson ramirez,2023,1,0,0,0.0,0
Alexis Landaeta,2023,2,0,0,0.0,0
Gaston Lossio,2023,1,0,3,0.0,0
dsalum,2023,1,1,0,1.0,1
luciano cba,2023,2,1,2,0.5,1
Jorge L Torres M,2023,1,0,1,0.0,0
Vicent,2023,1,0,0,0.0,0
Busco Informacion,2023,1,0,0,0.0,0
Esteban RoVas,2023,1,1,0,1.0,1
Guillermo,2023,2,1,0,0.5,1
El Diego Efe,2015,1,4,7,4.0,4
dabellan,2015,1,3,13,3.0,3
Erick,2016,2,10,3,5.0,5
Cristian Castillo,2016,6,16,15,2.67,4
DevMaster732,2016,2,3,3,1.5,2
Nestor.S.M,2016,1,2,0,2.0,2
David Fernandez,2016,1,1,1,1.0,1
NorbertFD,2016,1,0,1,0.0,0
juakiz,2016,1,1,2,1.0,1
KYKEX,2016,1,1,2,1.0,1
Daniel Peña,2016,5,8,3,1.6,3
Edgar G,2016,1,0,4,0.0,0
Diego,2016,1,2,0,2.0,2
Miguel Angel Martinez Sanchez,2016,2,2,5,1.0,1
hernan,2016,2,1,6,0.5,1
J. Armando,2016,1,2,1,2.0,2
Jkpala,2016,2,4,0,2.0,2
julian alejandro hernandez boh,2016,1,3,2,3.0,3
Tavo Ruiz,2016,5,7,4,1.4,2
joshdz,2016,1,0,2,0.0,0
davisoski,2016,1,1,3,1.0,1
Francisco Ninus,2016,1,1,1,1.0,1
PeteMaikel,2016,1,4,10,4.0,4
Xavi,2016,6,8,18,1.33,2
Arss,2016,2,4,1,2.0,2
nbrusquetti,2017,3,4,4,1.33,2
Ferney Bermeo Ruiz,2017,3,3,3,1.0,1
Max,2017,3,6,4,2.0,4
Guillermo Esquivel,2017,1,1,0,1.0,1
Guido Taján,2017,1,1,3,1.0,1
Daniel Méndez Cruz,2017,1,1,0,1.0,1
Fabian Ortiz,2017,1,6,1,6.0,6
Juan Carlos,2017,4,3,9,0.75,1
Bicu,2017,1,1,9,1.0,1
juan alcocer,2017,1,1,2,1.0,1
Roberto,2017,6,4,6,0.67,1
Manuel Gonzalez Primo,2017,1,1,2,1.0,1
Esteban Quintana Cueto,2017,1,1,0,1.0,1
Marcvilap,2017,1,1,3,1.0,1
Alvaromr7,2017,2,3,0,1.5,2
Estefania,2017,12,15,18,1.25,2
Luis Angel Mata Torres,2017,1,1,1,1.0,1
Silvio Eduardo Stadelmann,2017,1,2,1,2.0,2
Vicete Geovanny Franco Siles,2017,1,1,5,1.0,1
Daniel Faro,2017,1,1,0,1.0,1
Perku,2017,1,1,3,1.0,1
juanlopez89,2017,1,1,3,1.0,1
René Erick Soto Reyes,2017,2,2,3,1.0,2
jesus rodriguez,2017,1,1,2,1.0,1
J.David,2017,1,2,1,2.0,2
Alejandro Muñoz Schumacher,2017,2,3,4,1.5,2
Jenio158,2017,11,17,13,1.55,3
Shredder,2017,2,3,3,1.5,2
Victor Senoriales,2017,1,2,5,2.0,2
Nacho Castillo,2017,1,1,0,1.0,1
marjes,2017,1,1,5,1.0,1
Neil,2017,13,14,49,1.08,2
Pedro,2017,12,15,16,1.25,2
Jhon,2017,2,2,2,1.0,1
Zoeck Ecko Ccortes,2017,1,1,8,1.0,1
Oskar,2017,3,4,11,1.33,2
Oscar Mañas Garcia,2017,2,4,2,2.0,2
Marianodb,2017,1,3,1,3.0,3
Iván Navarro,2017,1,1,2,1.0,1
David HV,2017,1,2,0,2.0,2
AmLy,2017,6,13,0,2.17,4
xav,2017,6,8,9,1.33,2
crfo2391,2017,1,0,2,0.0,0
Bill,2017,1,1,0,1.0,1
Tetsuo,2017,1,1,2,1.0,1
Base Oracle,2017,3,2,7,0.67,1
John Vargas,2017,1,2,0,2.0,2
juan ordonez,2017,1,1,3,1.0,1
hzcarr,2017,1,1,1,1.0,1
Microplo,2018,1,2,0,2.0,2
Alejandro Gomez,2018,8,8,17,1.0,2
raintrooper,2018,19,20,52,1.05,3
Guzmán González,2018,1,1,2,1.0,1
Fabian Montoya,2018,5,6,19,1.2,2
Claudio Navarrete,2018,7,10,17,1.43,2
user73355,2018,4,7,3,1.75,3
Juan Ignacio Vera,2018,2,0,13,0.0,0
Marcos Gin,2018,1,1,0,1.0,1
AER,2018,14,18,12,1.29,4
Juan Diaz,2018,1,1,0,1.0,1
Pedro M.,2018,1,0,8,0.0,0
Juan Ignacio,2018,3,3,0,1.0,1
ManuAlvarado22,2018,5,5,20,1.0,2
KattyR,2018,1,2,0,2.0,2
Miguel Molinos,2018,1,0,11,0.0,0
osjerick,2018,1,1,0,1.0,1
Jose Frola,2018,1,2,3,2.0,2
Williams Camones Moreno,2018,1,2,0,2.0,2
Alex Ferre,2018,2,2,7,1.0,2
jose damian,2018,1,0,2,0.0,0
Tavo Ovalle,2018,6,0,8,0.0,0
JesusToxqui,2018,1,1,1,1.0,1
Luis Gutierrez,2018,2,2,12,1.0,1
